"created_at", "id", "text", "user_id", "user_name", "user_screen_name", "user_location", "user_followers_count", "user_friends_count", "user_created_at", "user_time_zone", "user_profile_background_color", "user_profile_image_url", "geo", "coordinates", "place"
"Sun Apr 10 14:11:09 +0000 2016", "719165828160049200", "RT @realDonaldTrump: "@getreal1234: @realDonaldTrump @Kids123Nicholas @gqforbes @RepTomMarino let's go Pa he has my vote Go Trump"", "3740933056", "Arthur coffey", "coffey_arthur", "null", "1166", "1970", "Tue Sep 22 17:18:53 +0000 2015", "null", "C0DEED", "http://abs.twimg.com/sticky/default_profile_images/default_profile_0_normal.png", "null", "null", "null"
